id,pnr_number,journey_id,train_id,coach_id,seat_number,passenger_name,passenger_age,passenger_gender,boarding_station,destination_station,journey_date,departure_time,arrival_time,fare,status,booked_at,confirmed_at,cancelled_at,blocked_at,block_expires_at,external_booking_reference,version
2092,5582362505,597,415,2494,44,Ritesh Malik,35,FEMALE,Chennai Central,Trivandrum Central,2026-01-15,08:10:00,19:10:00,114.21914530182619,CONFIRMED,2026-01-13T05:13:02.150Z,2026-01-13T05:13:32.150Z,,,,,0
2093,2498779794,597,415,2487,40,Lata Naidu,12,FEMALE,Chennai Central,Trivandrum Central,2026-01-15,08:10:00,19:10:00,543.5320464746225,CONFIRMED,2026-01-13T05:13:12.150Z,2026-01-13T05:13:32.150Z,,,,,0
2094,3119691091,598,270,2214,26,Diya Sawant,42,FEMALE,Agra Cantt,Indore,2026-01-27,10:35:00,06:55:00,244.9925438713106,CANCELLED,2026-01-04T09:24:50.793Z,,2026-01-04T09:29:50.793Z,,,,0
2095,1875872923,598,270,2217,77,Anish Patil,50,OTHER,Agra Cantt,Indore,2026-01-27,10:35:00,06:55:00,240.56407637773347,CANCELLED,2026-01-04T09:25:00.793Z,,2026-01-04T09:29:50.793Z,,,,0
2096,2470963525,598,270,2221,86,Vrinda Garg,15,FEMALE,Agra Cantt,Indore,2026-01-27,10:35:00,06:55:00,122.44529388754201,CANCELLED,2026-01-04T09:25:10.793Z,,2026-01-04T09:29:50.793Z,,,,0
2097,7931048470,598,270,2211,75,Nandini Suri,12,FEMALE,Agra Cantt,Indore,2026-01-27,10:35:00,06:55:00,558.1154305378756,CANCELLED,2026-01-04T09:25:20.793Z,,2026-01-04T09:29:50.793Z,,,,0
2098,4620341375,598,270,2214,57,Ritu Dhillon,22,MALE,Agra Cantt,Indore,2026-01-27,10:35:00,06:55:00,234.86903553668245,CANCELLED,2026-01-04T09:25:30.793Z,,2026-01-04T09:29:50.793Z,,,,0
2099,6223786345,599,407,3217,39,Sonali Venkatesh,21,MALE,Bangalore City,Agra Cantt,2026-01-12,04:25:00,19:00:00,1285.805197813005,BLOCKED,2026-01-01T22:38:51.959Z,,,2026-01-01T22:38:51.959Z,2026-01-01T22:42:51.959Z,,0
2100,5768433045,599,407,3218,36,Asha Sidhu,44,OTHER,Bangalore City,Agra Cantt,2026-01-12,04:25:00,19:00:00,1306.1417126421131,BLOCKED,2026-01-01T22:39:01.959Z,,,2026-01-01T22:39:01.959Z,2026-01-01T22:42:51.959Z,,0
2101,6248914296,600,29,1741,53,Rajani Singh,56,OTHER,Udaipur City,Ernakulam,2026-01-18,12:20:00,01:50:00,240.07445253848547,CONFIRMED,2026-01-03T23:16:28.504Z,2026-01-03T23:17:28.504Z,,,,,0
2102,2740989383,600,29,1747,63,Kishore Gokhale,31,OTHER,Udaipur City,Ernakulam,2026-01-18,12:20:00,01:50:00,128.97700697145234,CONFIRMED,2026-01-03T23:16:38.504Z,2026-01-03T23:17:28.504Z,,,,,0
2103,7761182490,600,29,1745,90,Sushma Talwar,34,OTHER,Udaipur City,Ernakulam,2026-01-18,12:20:00,01:50:00,259.60446149990855,CONFIRMED,2026-01-03T23:16:48.504Z,2026-01-03T23:17:28.504Z,,,,,0
2104,9680171755,600,29,1745,74,Aanya Subramanian,26,OTHER,Udaipur City,Ernakulam,2026-01-18,12:20:00,01:50:00,274.3641908029715,CONFIRMED,2026-01-03T23:16:58.504Z,2026-01-03T23:17:28.504Z,,,,,0
2105,8249790154,600,29,1743,84,Padma Mehra,46,FEMALE,Udaipur City,Ernakulam,2026-01-18,12:20:00,01:50:00,247.90178711739924,CONFIRMED,2026-01-03T23:17:08.504Z,2026-01-03T23:17:28.504Z,,,,,0
2106,8253316023,601,454,752,4,Ira Khurana,18,MALE,Patna Junction,Jaipur,2026-01-02,10:35:00,11:30:00,1083.4282614568858,CANCELLED,2025-12-09T02:23:37.756Z,,2025-12-09T02:28:37.756Z,,,,0
2107,2671087751,601,454,745,73,Yashoda Arora,24,FEMALE,Patna Junction,Jaipur,2026-01-02,10:35:00,11:30:00,2795.814144986657,CANCELLED,2025-12-09T02:23:47.756Z,,2025-12-09T02:28:37.756Z,,,,0
2108,7527727596,601,454,748,88,Megha Kaul,68,OTHER,Patna Junction,Jaipur,2026-01-02,10:35:00,11:30:00,1880.9123373369432,CANCELLED,2025-12-09T02:23:57.756Z,,2025-12-09T02:28:37.756Z,,,,0
2109,3053884859,602,11,3357,82,Mohini Kurup,37,OTHER,Mumbai Central,Pune Junction,2025-12-17,15:35:00,19:40:00,975.1454643437118,CANCELLED,2025-12-01T02:10:26.623Z,,2025-12-01T02:15:26.623Z,,,,0
2110,8712336590,603,165,1117,57,Gaurav Jaiswal,50,FEMALE,Pune Junction,Chennai Central,2026-01-26,05:40:00,03:50:00,1163.558819366845,CONFIRMED,2026-01-11T18:48:50.861Z,2026-01-11T18:49:50.861Z,,,,,0
2111,9306435522,603,165,1120,31,Sunita Agarwal,39,FEMALE,Pune Junction,Chennai Central,2026-01-26,05:40:00,03:50:00,736.5804895592274,CONFIRMED,2026-01-11T18:49:00.861Z,2026-01-11T18:49:50.861Z,,,,,0
2112,4543932658,603,165,1124,67,Uday Desai,43,OTHER,Pune Junction,Chennai Central,2026-01-26,05:40:00,03:50:00,303.15910581163064,CONFIRMED,2026-01-11T18:49:10.861Z,2026-01-11T18:49:50.861Z,,,,,0
2113,4618031766,603,165,1128,27,Ritesh Mitra,27,MALE,Pune Junction,Chennai Central,2026-01-26,05:40:00,03:50:00,162.0423976625868,CONFIRMED,2026-01-11T18:49:20.861Z,2026-01-11T18:49:50.861Z,,,,,0
2114,2936358760,604,5,4139,86,Tabu Varma,52,FEMALE,Shri Mata Vaishno Devi,Nagpur,2025-12-21,16:55:00,16:15:00,409.7817299099905,CONFIRMED,2025-11-26T10:33:32.846Z,2025-11-26T10:34:32.846Z,,,,,0
2115,3706263219,604,5,4131,82,Santoshi Naik,48,FEMALE,Shri Mata Vaishno Devi,Nagpur,2025-12-21,16:55:00,16:15:00,1270.0651587602804,CONFIRMED,2025-11-26T10:33:42.846Z,2025-11-26T10:34:32.846Z,,,,,0
2116,5166639771,604,5,4133,43,Shashank Balakrishnan,65,MALE,Shri Mata Vaishno Devi,Nagpur,2025-12-21,16:55:00,16:15:00,865.1285494570327,CONFIRMED,2025-11-26T10:33:52.846Z,2025-11-26T10:34:32.846Z,,,,,0
2117,5883136054,604,5,4130,83,Sameer Saxena,34,MALE,Shri Mata Vaishno Devi,Nagpur,2025-12-21,16:55:00,16:15:00,1484.3329157186738,CONFIRMED,2025-11-26T10:34:02.846Z,2025-11-26T10:34:32.846Z,,,,,0
2118,2526892233,605,493,5342,77,Ankur Bansal,39,MALE,Agra Cantt,Chennai Central,2025-12-23,01:45:00,04:50:00,1541.0249656884234,BLOCKED,2025-11-24T11:01:57.442Z,,,2025-11-24T11:01:57.442Z,2025-11-24T11:05:57.442Z,,0
2119,9702432511,605,493,5347,49,Geeta Roy,32,MALE,Agra Cantt,Chennai Central,2025-12-23,01:45:00,04:50:00,1442.0946404616338,BLOCKED,2025-11-24T11:02:07.442Z,,,2025-11-24T11:02:07.442Z,2025-11-24T11:05:57.442Z,,0
2120,7519013488,605,493,5345,33,Malini Khanna,64,MALE,Agra Cantt,Chennai Central,2025-12-23,01:45:00,04:50:00,1595.0576683838385,BLOCKED,2025-11-24T11:02:17.442Z,,,2025-11-24T11:02:17.442Z,2025-11-24T11:05:57.442Z,,0
2121,4643247795,605,493,5343,100,Ishita Mittal,21,OTHER,Agra Cantt,Chennai Central,2025-12-23,01:45:00,04:50:00,1613.1912713921374,BLOCKED,2025-11-24T11:02:27.442Z,,,2025-11-24T11:02:27.442Z,2025-11-24T11:05:57.442Z,,0
2122,8409850433,606,254,3724,47,Keshav Bhat,68,MALE,Mumbai CST,Agra Cantt,2026-01-06,21:30:00,01:45:00,888.5460324793349,CONFIRMED,2025-12-14T20:30:19.206Z,2025-12-14T20:31:19.206Z,,,,,0
2123,4662305418,606,254,3729,65,Sapna Modi,46,FEMALE,Mumbai CST,Agra Cantt,2026-01-06,21:30:00,01:45:00,819.3302516873154,CONFIRMED,2025-12-14T20:30:29.206Z,2025-12-14T20:31:19.206Z,,,,,0
2124,3570838275,606,254,3722,65,Deepika Subramaniam,67,FEMALE,Mumbai CST,Agra Cantt,2026-01-06,21:30:00,01:45:00,887.1109457177747,CONFIRMED,2025-12-14T20:30:39.206Z,2025-12-14T20:31:19.206Z,,,,,0
2125,1865781910,606,254,3720,3,Jai Vaidyanathan,27,OTHER,Mumbai CST,Agra Cantt,2026-01-06,21:30:00,01:45:00,1931.6754907373856,CONFIRMED,2025-12-14T20:30:49.206Z,2025-12-14T20:31:19.206Z,,,,,0
2126,9931267102,607,414,4719,87,Esha Siddiqui,41,FEMALE,Howrah,Mumbai Central,2026-01-25,00:35:00,04:00:00,392.0680559531748,CONFIRMED,2026-01-19T06:23:28.149Z,2026-01-19T06:24:28.149Z,,,,,0
2127,3835780852,607,414,4714,67,Ram Dixit,58,MALE,Howrah,Mumbai Central,2026-01-25,00:35:00,04:00:00,738.9783196347681,CONFIRMED,2026-01-19T06:23:38.149Z,2026-01-19T06:24:28.149Z,,,,,0
2128,4605289053,607,414,4714,53,Aarohi Wani,33,OTHER,Howrah,Mumbai Central,2026-01-25,00:35:00,04:00:00,865.8797983129192,CONFIRMED,2026-01-19T06:23:48.149Z,2026-01-19T06:24:28.149Z,,,,,0
2129,7400457288,607,414,4713,74,Hema Sahoo,56,FEMALE,Howrah,Mumbai Central,2026-01-25,00:35:00,04:00:00,842.775773124649,CONFIRMED,2026-01-19T06:23:58.149Z,2026-01-19T06:24:28.149Z,,,,,0
2130,1403333022,607,414,4718,6,Chandan Bajaj,23,FEMALE,Howrah,Mumbai Central,2026-01-25,00:35:00,04:00:00,406.4850959137824,CONFIRMED,2026-01-19T06:24:08.149Z,2026-01-19T06:24:28.149Z,,,,,0
2131,4999586602,607,414,4712,31,Vidya Thakur,59,MALE,Howrah,Mumbai Central,2026-01-25,00:35:00,04:00:00,769.5969745804393,CONFIRMED,2026-01-19T06:24:18.149Z,2026-01-19T06:24:28.149Z,,,,,0
2132,7558558236,608,460,5266,26,Nisha Anand,55,MALE,Vadodara,New Delhi,2026-01-26,13:50:00,19:20:00,1499.019745228524,CANCELLED,2026-01-18T22:56:32.912Z,,2026-01-18T23:01:32.912Z,,,,0
2133,6910872007,608,460,5263,51,Ratna Malhotra,68,FEMALE,Vadodara,New Delhi,2026-01-26,13:50:00,19:20:00,1487.1334962299695,CANCELLED,2026-01-18T22:56:42.912Z,,2026-01-18T23:01:32.912Z,,,,0
2134,1123837491,608,460,5260,87,Vikas Talwar,44,MALE,Vadodara,New Delhi,2026-01-26,13:50:00,19:20:00,2537.913611031777,CANCELLED,2026-01-18T22:56:52.912Z,,2026-01-18T23:01:32.912Z,,,,0
2135,3415204677,609,432,3246,33,Simran Dutta,59,OTHER,Mumbai Central,Vadodara,2025-12-29,23:35:00,05:40:00,2178.2120865632432,CONFIRMED,2025-12-10T09:03:34.659Z,2025-12-10T09:04:34.659Z,,,,,0
2136,7805377107,609,432,3253,82,Dhruv Sengupta,24,MALE,Mumbai Central,Vadodara,2025-12-29,23:35:00,05:40:00,1181.8077809397346,CONFIRMED,2025-12-10T09:03:44.659Z,2025-12-10T09:04:34.659Z,,,,,0
2137,3060894100,609,432,3255,74,Garima Nayak,67,MALE,Mumbai Central,Vadodara,2025-12-29,23:35:00,05:40:00,1087.993188347869,CONFIRMED,2025-12-10T09:03:54.659Z,2025-12-10T09:04:34.659Z,,,,,0
2138,4472970496,609,432,3249,55,Manjula Tripathi,26,OTHER,Mumbai Central,Vadodara,2025-12-29,23:35:00,05:40:00,2173.283661834167,CONFIRMED,2025-12-10T09:04:04.659Z,2025-12-10T09:04:34.659Z,,,,,0
2139,5888347160,609,432,3247,26,Atharva Sheikh,16,MALE,Mumbai Central,Vadodara,2025-12-29,23:35:00,05:40:00,1842.8327307920988,CONFIRMED,2025-12-10T09:04:14.659Z,2025-12-10T09:04:34.659Z,,,,,0
2140,2765377932,610,255,1247,57,Arjun Sodhi,5,OTHER,Bhopal Junction,Chennai Central,2025-12-16,18:20:00,23:25:00,154.25265028082308,CONFIRMED,2025-12-12T17:51:28.287Z,2025-12-12T17:52:28.287Z,,,,,0
2141,7041770498,610,255,1238,80,Raveena Bhat,63,FEMALE,Bhopal Junction,Chennai Central,2025-12-16,18:20:00,23:25:00,1242.6974803297653,CONFIRMED,2025-12-12T17:51:38.287Z,2025-12-12T17:52:28.287Z,,,,,0
2142,7532403777,610,255,1241,42,Nisha Saini,14,OTHER,Bhopal Junction,Chennai Central,2025-12-16,18:20:00,23:25:00,751.187700799422,CONFIRMED,2025-12-12T17:51:48.287Z,2025-12-12T17:52:28.287Z,,,,,0
2143,3212893080,611,263,1269,52,Naveen Hegde,19,OTHER,Ahmedabad,Amritsar,2025-12-24,03:25:00,10:50:00,302.5357091862333,BLOCKED,2025-12-01T17:23:20.245Z,,,2025-12-01T17:23:20.245Z,2025-12-01T17:27:20.245Z,,0
2144,1254086393,611,263,1265,94,Monika Grewal,66,OTHER,Ahmedabad,Amritsar,2025-12-24,03:25:00,10:50:00,701.8087427839569,BLOCKED,2025-12-01T17:23:30.245Z,,,2025-12-01T17:23:30.245Z,2025-12-01T17:27:20.245Z,,0
2145,3199224586,612,122,2788,14,Varun Iyer,43,FEMALE,Udaipur City,Gwalior,2026-01-01,15:40:00,00:15:00,3423.672872464201,CONFIRMED,2025-12-04T02:13:38.192Z,2025-12-04T02:14:38.192Z,,,,,0
2146,1273079508,613,421,5222,72,Kavita Trivedi,32,OTHER,Mumbai Central,Bhopal Junction,2025-12-31,01:05:00,06:10:00,1519.681033454134,CONFIRMED,2025-12-23T02:19:43.443Z,2025-12-23T02:20:43.443Z,,,,,0
2147,6761273790,613,421,5221,78,Karuna Patel,61,FEMALE,Mumbai Central,Bhopal Junction,2025-12-31,01:05:00,06:10:00,2298.682321688008,CONFIRMED,2025-12-23T02:19:53.443Z,2025-12-23T02:20:43.443Z,,,,,0
2148,2717974568,613,421,5226,42,Vimala Shinde,32,FEMALE,Mumbai Central,Bhopal Junction,2025-12-31,01:05:00,06:10:00,1393.1806217125536,CONFIRMED,2025-12-23T02:20:03.443Z,2025-12-23T02:20:43.443Z,,,,,0
2149,8846764590,613,421,5220,47,Sudarshan Srinivasan,6,OTHER,Mumbai Central,Bhopal Junction,2025-12-31,01:05:00,06:10:00,2591.6150430990187,CONFIRMED,2025-12-23T02:20:13.443Z,2025-12-23T02:20:43.443Z,,,,,0
2150,3683090421,613,421,5227,96,Pushpa Agrawal,8,MALE,Mumbai Central,Bhopal Junction,2025-12-31,01:05:00,06:10:00,1548.1082808810838,CONFIRMED,2025-12-23T02:20:23.443Z,2025-12-23T02:20:43.443Z,,,,,0
2151,4671760354,613,421,5223,94,Neerja Mitra,56,OTHER,Mumbai Central,Bhopal Junction,2025-12-31,01:05:00,06:10:00,1506.4479337830417,CONFIRMED,2025-12-23T02:20:33.443Z,2025-12-23T02:20:43.443Z,,,,,0
2152,2918353988,614,413,5208,77,Rohit Kurup,22,OTHER,Vadodara,Trivandrum Central,2025-12-30,18:10:00,13:15:00,1525.7329874769448,BLOCKED,2025-12-05T16:31:35.960Z,,,2025-12-05T16:31:35.960Z,2025-12-05T16:35:35.960Z,,0
2153,9308294865,614,413,5206,49,Huma Roy,51,MALE,Vadodara,Trivandrum Central,2025-12-30,18:10:00,13:15:00,1551.4046959171171,BLOCKED,2025-12-05T16:31:45.960Z,,,2025-12-05T16:31:45.960Z,2025-12-05T16:35:35.960Z,,0
2154,2378434315,614,413,5206,60,Yashodhara Dhawan,27,MALE,Vadodara,Trivandrum Central,2025-12-30,18:10:00,13:15:00,1545.9462379370898,BLOCKED,2025-12-05T16:31:55.960Z,,,2025-12-05T16:31:55.960Z,2025-12-05T16:35:35.960Z,,0
2155,1618633304,614,413,5206,71,Abhishek Jain,15,FEMALE,Vadodara,Trivandrum Central,2025-12-30,18:10:00,13:15:00,1512.2046265575934,BLOCKED,2025-12-05T16:32:05.960Z,,,2025-12-05T16:32:05.960Z,2025-12-05T16:35:35.960Z,,0
2156,4717318398,615,435,4744,38,Sonal Garg,9,MALE,Shri Mata Vaishno Devi,Vadodara,2025-12-29,16:40:00,22:50:00,860.1501224113994,CONFIRMED,2025-12-09T18:39:14.369Z,2025-12-09T18:40:14.369Z,,,,,0
2157,8467916220,615,435,4745,35,Nakul Qureshi,9,FEMALE,Shri Mata Vaishno Devi,Vadodara,2025-12-29,16:40:00,22:50:00,723.3358998763365,CONFIRMED,2025-12-09T18:39:24.369Z,2025-12-09T18:40:14.369Z,,,,,0
2158,4827071437,615,435,4749,55,Yash Mehta,33,MALE,Shri Mata Vaishno Devi,Vadodara,2025-12-29,16:40:00,22:50:00,374.6551113272003,CONFIRMED,2025-12-09T18:39:34.369Z,2025-12-09T18:40:14.369Z,,,,,0
2159,3667795859,616,428,4016,67,Sharmila Kapoor,26,MALE,Patna Junction,Vadodara,2025-12-21,14:20:00,03:10:00,938.4341148655934,CONFIRMED,2025-12-07T00:06:40.654Z,2025-12-07T00:07:40.654Z,,,,,0
2160,1968985817,616,428,4018,23,Rakesh Choudhury,10,FEMALE,Patna Junction,Vadodara,2025-12-21,14:20:00,03:10:00,939.1187506129949,CONFIRMED,2025-12-07T00:06:50.654Z,2025-12-07T00:07:40.654Z,,,,,0
2161,3733613203,616,428,4016,46,Kanchan Joshi,44,OTHER,Patna Junction,Vadodara,2025-12-21,14:20:00,03:10:00,905.7964956532222,CONFIRMED,2025-12-07T00:07:00.654Z,2025-12-07T00:07:40.654Z,,,,,0
2162,2393043858,616,428,4018,15,Mahesh Gaikwad,5,OTHER,Patna Junction,Vadodara,2025-12-21,14:20:00,03:10:00,837.5117878817281,CONFIRMED,2025-12-07T00:07:10.654Z,2025-12-07T00:07:40.654Z,,,,,0
2163,9736322578,616,428,4012,62,Swapna Gopalakrishnan,57,FEMALE,Patna Junction,Vadodara,2025-12-21,14:20:00,03:10:00,849.9167383591627,CONFIRMED,2025-12-07T00:07:20.654Z,2025-12-07T00:07:40.654Z,,,,,0
2164,7448031061,616,428,4018,19,Myra Mazumdar,27,MALE,Patna Junction,Vadodara,2025-12-21,14:20:00,03:10:00,942.5559870013625,CONFIRMED,2025-12-07T00:07:30.654Z,2025-12-07T00:07:40.654Z,,,,,0
2165,4566374497,617,201,3647,86,Mira Sawant,31,FEMALE,Jaipur,Mumbai CST,2026-01-12,07:35:00,18:20:00,829.494084905587,BLOCKED,2025-12-24T19:13:34.660Z,,,2025-12-24T19:13:34.660Z,2025-12-24T19:17:34.660Z,,0
2166,6550229832,617,201,3645,38,Rahul Malik,22,OTHER,Jaipur,Mumbai CST,2026-01-12,07:35:00,18:20:00,983.3282038280473,BLOCKED,2025-12-24T19:13:44.660Z,,,2025-12-24T19:13:44.660Z,2025-12-24T19:17:34.660Z,,0
2167,8173106495,618,186,2036,72,Ayesha Ansari,35,MALE,Patna Junction,Ahmedabad,2026-01-26,06:15:00,10:35:00,601.9344314467377,CONFIRMED,2025-12-29T07:51:58.813Z,2025-12-29T07:52:58.813Z,,,,,0
2168,4019344248,618,186,2036,8,Ayaan Agarwal,38,FEMALE,Patna Junction,Ahmedabad,2026-01-26,06:15:00,10:35:00,603.7164907693275,CONFIRMED,2025-12-29T07:52:08.813Z,2025-12-29T07:52:58.813Z,,,,,0
2169,3877756455,618,186,2041,10,Shailesh Tagore,35,FEMALE,Patna Junction,Ahmedabad,2026-01-26,06:15:00,10:35:00,240.57446171929877,CONFIRMED,2025-12-29T07:52:18.813Z,2025-12-29T07:52:58.813Z,,,,,0
2170,1919960550,618,186,2041,86,Navya Bhandary,35,MALE,Patna Junction,Ahmedabad,2026-01-26,06:15:00,10:35:00,251.5397814208653,CONFIRMED,2025-12-29T07:52:38.813Z,2025-12-29T07:52:58.813Z,,,,,0
2171,6052249507,618,186,2038,57,Anjana Pathan,48,FEMALE,Patna Junction,Ahmedabad,2026-01-26,06:15:00,10:35:00,239.08169510229857,CONFIRMED,2025-12-29T07:52:48.813Z,2025-12-29T07:52:58.813Z,,,,,0
2172,4804843390,619,417,2504,30,Harini Naik,48,MALE,Amritsar,Ernakulam,2026-01-11,16:25:00,13:10:00,267.7098469622861,CANCELLED,2026-01-10T17:44:46.972Z,,2026-01-10T17:49:46.972Z,,,,0
2173,3924513010,619,417,2505,46,Dia Mohan,46,MALE,Amritsar,Ernakulam,2026-01-11,16:25:00,13:10:00,119.68719635026176,CANCELLED,2026-01-10T17:44:56.972Z,,2026-01-10T17:49:46.972Z,,,,0
2174,3874769043,619,417,2502,18,Sana Sachdeva,44,MALE,Amritsar,Ernakulam,2026-01-11,16:25:00,13:10:00,245.2967098847508,CANCELLED,2026-01-10T17:45:06.972Z,,2026-01-10T17:49:46.972Z,,,,0
2175,8475226825,619,417,2499,75,Payal Rahman,65,MALE,Amritsar,Ernakulam,2026-01-11,16:25:00,13:10:00,247.824487570539,CANCELLED,2026-01-10T17:45:16.972Z,,2026-01-10T17:49:46.972Z,,,,0
2176,5945004397,619,417,2497,25,Nishant Ramachandran,66,MALE,Amritsar,Ernakulam,2026-01-11,16:25:00,13:10:00,616.5729399122409,CANCELLED,2026-01-10T17:45:26.972Z,,2026-01-10T17:49:46.972Z,,,,0
2177,1329491381,620,8,4827,95,Aniket Chauhan,6,MALE,Trivandrum Central,Shri Mata Vaishno Devi,2026-01-20,18:35:00,23:55:00,1440.3645093237135,CONFIRMED,2025-12-31T20:09:40.915Z,2025-12-31T20:10:40.915Z,,,,,0
2178,3396849143,620,8,4825,26,Savitri Shetty,61,OTHER,Trivandrum Central,Shri Mata Vaishno Devi,2026-01-20,18:35:00,23:55:00,1568.3253014293668,CONFIRMED,2025-12-31T20:09:50.915Z,2025-12-31T20:10:40.915Z,,,,,0
2179,8391566620,620,8,4824,21,Aryan Tiwari,52,FEMALE,Trivandrum Central,Shri Mata Vaishno Devi,2026-01-20,18:35:00,23:55:00,1535.1776551663347,CONFIRMED,2025-12-31T20:10:00.915Z,2025-12-31T20:10:40.915Z,,,,,0
2180,4519836235,620,8,4820,62,Sahil Khanna,58,FEMALE,Trivandrum Central,Shri Mata Vaishno Devi,2026-01-20,18:35:00,23:55:00,2437.5097544106748,CONFIRMED,2025-12-31T20:10:10.915Z,2025-12-31T20:10:40.915Z,,,,,0
2181,9690529359,620,8,4827,75,Mandakini Shankar,29,FEMALE,Trivandrum Central,Shri Mata Vaishno Devi,2026-01-20,18:35:00,23:55:00,1462.76730030208,CONFIRMED,2025-12-31T20:10:20.915Z,2025-12-31T20:10:40.915Z,,,,,0
2182,5687679513,621,129,4309,14,Shruti Tandon,55,OTHER,Gwalior,Shri Mata Vaishno Devi,2026-01-04,16:25:00,21:15:00,400.5804579626245,CONFIRMED,2025-12-10T00:18:05.458Z,2025-12-10T00:19:05.458Z,,,,,0
2183,6407059860,621,129,4302,4,Devesh Pattnaik,21,OTHER,Gwalior,Shri Mata Vaishno Devi,2026-01-04,16:25:00,21:15:00,776.2944358939992,CONFIRMED,2025-12-10T00:18:15.458Z,2025-12-10T00:19:05.458Z,,,,,0
2184,5818313901,621,129,4303,45,Dhanush Hussain,39,OTHER,Gwalior,Shri Mata Vaishno Devi,2026-01-04,16:25:00,21:15:00,806.2264176667311,CONFIRMED,2025-12-10T00:18:25.458Z,2025-12-10T00:19:05.458Z,,,,,0
2185,2616586970,621,129,4305,26,Renuka Bhatt,27,OTHER,Gwalior,Shri Mata Vaishno Devi,2026-01-04,16:25:00,21:15:00,823.6454606629763,CONFIRMED,2025-12-10T00:18:35.458Z,2025-12-10T00:19:05.458Z,,,,,0
2186,8295265500,621,129,4306,2,Ayush Banerjee,59,OTHER,Gwalior,Shri Mata Vaishno Devi,2026-01-04,16:25:00,21:15:00,380.52876478460297,CONFIRMED,2025-12-10T00:18:45.458Z,2025-12-10T00:19:05.458Z,,,,,0
2187,3042263172,622,31,4853,65,Harish Menon,6,MALE,Visakhapatnam,Udaipur City,2026-01-05,22:35:00,20:35:00,2663.861748325097,CONFIRMED,2025-12-23T17:51:33.620Z,2025-12-23T17:52:33.620Z,,,,,0
2188,7832335456,622,31,4857,67,Rohan Kaul,40,FEMALE,Visakhapatnam,Udaipur City,2026-01-05,22:35:00,20:35:00,1404.5016805892433,CONFIRMED,2025-12-23T17:51:43.620Z,2025-12-23T17:52:33.620Z,,,,,0
2189,7878256428,623,382,4643,53,Pratik Swain,6,OTHER,Ahmedabad,Mumbai CST,2025-12-20,19:55:00,04:55:00,805.9873718184355,BLOCKED,2025-12-04T03:50:27.365Z,,,2025-12-04T03:50:27.365Z,2025-12-04T03:54:27.365Z,,0
2190,7037935888,623,382,4644,27,Aadit Yadav,26,FEMALE,Ahmedabad,Mumbai CST,2025-12-20,19:55:00,04:55:00,746.4345441548091,BLOCKED,2025-12-04T03:50:37.365Z,,,2025-12-04T03:50:37.365Z,2025-12-04T03:54:27.365Z,,0
2191,8248688407,623,382,4642,95,Sangita Warrier,40,OTHER,Ahmedabad,Mumbai CST,2025-12-20,19:55:00,04:55:00,849.8982728618327,BLOCKED,2025-12-04T03:50:47.365Z,,,2025-12-04T03:50:47.365Z,2025-12-04T03:54:27.365Z,,0
2192,8357018759,623,382,4648,96,Mohit Kelkar,24,OTHER,Ahmedabad,Mumbai CST,2025-12-20,19:55:00,04:55:00,413.9413776701065,BLOCKED,2025-12-04T03:50:57.365Z,,,2025-12-04T03:50:57.365Z,2025-12-04T03:54:27.365Z,,0
2193,1616548371,623,382,4643,5,Lakshmi Randhawa,34,FEMALE,Ahmedabad,Mumbai CST,2025-12-20,19:55:00,04:55:00,845.9216942718762,BLOCKED,2025-12-04T03:51:07.365Z,,,2025-12-04T03:51:07.365Z,2025-12-04T03:54:27.365Z,,0
2194,5844273796,623,382,4644,35,Sachin Oberoi,13,OTHER,Ahmedabad,Mumbai CST,2025-12-20,19:55:00,04:55:00,804.2230290265131,BLOCKED,2025-12-04T03:51:17.365Z,,,2025-12-04T03:51:17.365Z,2025-12-04T03:54:27.365Z,,0
2195,3949392966,624,244,4498,92,Tejasvi Khurana,10,FEMALE,Bhopal Junction,Shri Mata Vaishno Devi,2026-01-20,07:50:00,03:45:00,408.33919619694194,CONFIRMED,2026-01-14T18:06:12.142Z,2026-01-14T18:07:12.142Z,,,,,0
2196,9784959401,624,244,4499,14,Arun Shah,9,MALE,Bhopal Junction,Shri Mata Vaishno Devi,2026-01-20,07:50:00,03:45:00,425.53728222485756,CONFIRMED,2026-01-14T18:06:22.142Z,2026-01-14T18:07:12.142Z,,,,,0
2197,4836890619,624,244,4498,40,Bhavna Sethi,35,FEMALE,Bhopal Junction,Shri Mata Vaishno Devi,2026-01-20,07:50:00,03:45:00,402.07376548535007,CONFIRMED,2026-01-14T18:06:32.142Z,2026-01-14T18:07:12.142Z,,,,,0
2198,4153650700,624,244,4493,59,Kaustubh Desai,51,FEMALE,Bhopal Junction,Shri Mata Vaishno Devi,2026-01-20,07:50:00,03:45:00,814.6074578667357,CONFIRMED,2026-01-14T18:06:42.142Z,2026-01-14T18:07:12.142Z,,,,,0
2199,8897628818,625,448,714,32,Bhaskar Sandhu,25,FEMALE,Bangalore City,Indore,2025-12-18,19:50:00,00:10:00,1020.0806726673712,BLOCKED,2025-11-29T09:57:48.735Z,,,2025-11-29T09:57:48.735Z,2025-11-29T10:01:48.735Z,,0
2200,6088643766,625,448,717,39,Sandhya Verma,19,OTHER,Bangalore City,Indore,2025-12-18,19:50:00,00:10:00,929.7059534186102,BLOCKED,2025-11-29T09:57:58.735Z,,,2025-11-29T09:57:58.735Z,2025-11-29T10:01:48.735Z,,0
